GEOID,NAME,LANDAREA,WATERAREA,NIGHTPOP,POPDEN,DAYPOP,PCTDAYPOP,WORKERS_WORKING,MALE,FEMALE,MEDAGE,MALE_0_TO_5,MALE_5_TO_10,MALE_10_TO_15,MALE_15_TO_18,MALE_18_TO_20,MALE_20,MALE_21,MALE_22_TO_25,MALE_25_TO_30,MALE_30_TO_35,MALE_35_TO_40,MALE_40_TO_45,MALE_45_TO_50,MALE_50_TO_55,MALE_55_TO_60,MALE_60_TO_62,MALE_62_TO_65,MALE_65_TO_67,MALE_67_TO_70,MALE_70_TO_75,MALE_75_TO_80,MALE_80_TO_85,MALE_85_PLUS,FEMALE_0_TO_5,FEMALE_5_TO_10,FEMALE_10_TO_15,FEMALE_15_TO_18,FEMALE_18_TO_20,FEMALE_20,FEMALE_21,FEMALE_22_TO_25,FEMALE_25_TO_30,FEMALE_30_TO_35,FEMALE_35_TO_40,FEMALE_40_TO_45,FEMALE_45_TO_50,FEMALE_50_TO_55,FEMALE_55_TO_60,FEMALE_60_TO_62,FEMALE_62_TO_65,FEMALE_65_TO_67,FEMALE_67_TO_70,FEMALE_70_TO_75,FEMALE_75_TO_80,FEMALE_80_TO_85,FEMALE_85_PLUS,PCTWHITE,PCTBLACK,PCTASIAN,PCTHISPAN,PCTMINOR,PCTNOHIGH,PCTUNIVDEG,PCTBADENG,PCTPUB2WRK,TIME2WORK,WORKERS_LIVE,HHMEDINC,MEDFAMINC,PERCAPINC,PCTPOPPOV,PCTFAMPOV,PCTUNEMP,PCTHUVAC,MEDVALHOME,PCTNOVEH,PCTNOHINS,PCTB2010,PCTB2000,PCTB1990,PCTB1980,PCTB1970,PCTB1960,PCTB1950,PCTB1940,PCTBPRE
48115,"Dawson County, Texas",900.30593269158,1.822684120544188,12134,13.477640832293364,11770,0.49238621151271755,4161,6981,5153,34.8,364,427,475,243,213,110,75,524,542,653,433,612,441,407,314,213,174,108,129,241,129,93,61,429,379,399,229,139,77,6,227,243,374,256,376,218,276,242,147,210,106,148,240,175,137,120,0.4945607384209659,0.0671666391956486,0.00519202241635075,0.5579363771221362,0.5054392615790342,0.27897160399079046,0.12727040163724737,NA,0,24.440511532313312,4525,54360,69367,26655,0.19574302653319078,0.16928379931060897,0.06392132759680394,0.1754028146033041,103400,0.049715557754142964,0.22490037904558266,0.03569243320416072,0.014276973281664287,0.05873954721599021,0.08994493167448502,0.15439526820314092,0.2253722210891291,0.21639812359779725,0.09687946155415052,0.10830104017948194
48117,"Deaf Smith County, Texas",1496.8218265876135,1.5160521979252413,18460,12.332797178729194,18490,0.5004059539918809,8361,9531,8929,31.3,850,1054,574,704,253,140,180,454,541,653,543,612,479,457,658,78,187,188,228,364,117,144,73,832,685,896,199,294,59,221,343,597,592,653,383,506,477,385,66,420,216,223,328,226,124,204,0.4046045503791983,0.025947995666305526,6.500541711809318e-4,0.7643553629469122,0.5953954496208017,0.2981719828390226,0.11434433874277188,NA,0,16.60795664490701,8331,60799,63268,25625,0.17666465057458625,0.14292084726867335,0.03452641270571988,0.13359106529209622,121300,0.04561229548834903,0.21005641671687572,0.05326460481099656,0.10839060710194731,0.03565292096219931,0.08705612829324169,0.23482245131729668,0.2554410080183276,0.11025200458190149,0.06557846506300115,0.0495418098510882
48119,"Delta County, Texas",256.8323575244364,21.099543318347422,5438,21.173344559914337,4128,0.4315283295003136,1036,2460,2978,40.3,172,86,216,29,21,49,41,33,147,189,132,147,150,150,93,220,63,84,143,95,75,96,29,253,203,180,169,31,0,0,68,286,178,207,226,47,173,164,142,63,61,98,174,121,36,98,0.8126149319602796,0.08091210003677823,0.004413387274733358,0.0917616770871644,0.18738506803972044,0.10573707229225623,0.14921533316182145,NA,0,NA,2346,66575,88208,31723,0.11364902506963788,0.09891512444160817,0.04281098546042003,0.11306122448979591,164300,0.035895075931891396,0.09545032497678738,0.10326530612244898,0.10979591836734694,0.11714285714285715,0.17061224489795918,0.1469387755102041,0.06938775510204082,0.11632653061224489,0.08326530612244898,0.08326530612244898
48121,"Denton County, Texas",878.7502320474072,72.91089804277085,979561,1114.720616025003,855097,0.4660797816268754,403038,485069,494492,37,28928,32788,33827,21567,12589,5564,5803,19691,33673,37255,37591,38622,35654,34654,30751,10123,15223,8551,10170,14125,9423,5071,3426,27473,29983,33618,20777,12460,5749,6439,19330,33798,38364,37608,39917,35833,34094,31060,10554,15076,8745,11581,17731,10870,6643,6789,0.5692999210870993,0.1095409065897887,0.11124983538544307,0.20483359382417227,0.43070007891290074,0.0644534107620951,0.49443493344394585,NA,0.0030521211293985614,28.112697752285854,527502,111498,134936,54690,0.07072370800379431,0.044019246966341206,0.04013267887956084,0.04342886870477818,437200,0.035072920597571534,0.10598053050729517,0.3276514648815938,0.24607834289748748,0.1601442851303503,0.14454790128306536,0.07441725900720364,0.021528636723166843,0.011721176152078013,0.00620829506786922,0.007702638857185325
48123,"DeWitt County, Texas",908.9763983462472,1.5134892516876526,20016,22.02037372633245,19687,0.49585673626678084,7528,10559,9457,42,623,792,468,354,201,139,87,560,432,742,795,879,669,596,729,202,470,281,349,525,276,248,142,560,781,541,352,205,88,124,246,410,495,513,555,487,579,562,272,448,269,416,566,491,272,225,0.5888289368505196,0.06065147881694644,0.006644684252597921,0.3568645083932854,0.4111710631494804,0.145088161209068,0.1686937747391148,NA,2.545500827287769e-4,NA,7857,63730,73468,29806,0.1759986812462223,0.14522727272727273,0.03722829350306233,0.25081186403983546,170900,0.06747579829504406,0.17014745381790275,0.12589305044381902,0.10965576964710977,0.1209136176661615,0.114743450963412,0.16020783719419787,0.08822255899545356,0.1052175795626759,0.059211950638666376,0.115934184888504
48125,"Dickens County, Texas",901.7241299959691,3.4972548135358155,1747,1.937399634639709,1706,0.4940631335070953,671,839,908,47.6,12,43,28,73,36,26,3,21,42,50,30,70,39,38,41,63,39,27,46,13,53,27,19,96,32,72,15,21,0,0,8,23,18,75,58,52,31,28,46,51,16,32,112,73,37,12,0.7458500286204923,0.013737836290784202,0.015455065827132226,0.3279908414424728,0.2541499713795077,0.1522601110229976,0.18001586042823156,NA,0,24.382183908045977,712,49335,65469,31036,0.17984768599882836,0.116331096196868,0.09240506329113925,0.368375325803649,65300,0.06602475928473177,0.11981297486849796,0.08166811468288444,0.07211120764552563,0.043440486533449174,0.06168549087749783,0.13119026933101652,0.13032145960034752,0.2788879235447437,0.10165073848827107,0.09904430929626412
48127,"Dimmit County, Texas",1328.8848836365264,5.62782491656332,8380,6.30603907320243,10298,0.5513438269622015,4586,4484,3896,35.7,429,241,383,195,243,7,4,146,243,403,542,147,220,220,204,50,228,78,73,222,170,27,9,149,303,281,197,283,81,95,3,148,215,545,143,139,117,173,50,195,23,224,199,67,187,79,0.1435560859188544,0.011217183770883056,0.005489260143198091,0.8714797136038186,0.8564439140811456,0.26704119850187263,0.09794007490636704,NA,0,24.809372517871328,2668,38808,47917,24227,0.411058566751546,0.3168224299065421,0.08417169684775319,0.25478498632861046,85500,0.1647765176784523,0.1449011761852795,0.20084514044245588,0.141436738752175,0.0914740243599304,0.141436738752175,0.18742232165050957,0.05468555804126274,0.08177976634352473,0.05866268953517276,0.04225702212279393
48129,"Donley County, Texas",927.036807506444,6.00920081483003,3257,3.5133448571052126,3105,0.4880540710468406,1249,1542,1715,40.7,78,57,142,31,178,41,2,61,92,23,55,102,85,61,76,33,85,43,30,138,58,68,3,29,97,57,82,138,44,39,13,125,37,187,58,51,67,72,91,50,27,107,109,121,38,76,0.841879029782008,0.05158120970217992,0.025483573840957938,0.12588271415412958,0.15812097021799199,0.13330258302583026,0.16559040590405905,NA,0,NA,1401,58750,80572,28379,0.07865168539325842,0.025165562913907286,0.016783216783216783,0.39518195797027167,96400,0.03220338983050847,0.17894736842105263,0.0717580727831881,0.09789851358277807,0.08764736032803691,0.07637109174782163,0.21271143003587903,0.10661199384930804,0.096360840594566885,0.07944643772424398,0.17119425935417734
48131,"Duval County, Texas",1793.477293717191,2.115170803880172,9742,5.431905959516537,9307,0.4885820777993595,2677,5113,4629,33.6,188,379,418,164,185,6,46,83,558,672,347,248,118,213,368,78,139,99,85,314,250,53,102,432,445,189,239,203,34,95,119,158,496,212,153,355,283,152,134,177,124,45,182,200,182,20,0.5544036132211045,0.007082734551426812,0.012009854239375898,0.8160541983165674,0.44559638677889546,0.23523093447905477,0.06843639711523707,NA,0,29.75631136044881,3112,49038,66439,22146,0.33270759717314485,0.1786480686695279,0.10980061780398764,0.3092760180995475,89400,0.1077628562070095,0.2219178082191781,0.028733031674208143,0.14660633484162897,0.09321266968325792,0.2323529411764706,0.17149321266968326,0.067420814479638,0.14570135746606336,0.05995475113122172,0.054524886877828055
48133,"Eastland County, Texas",926.5080730103768,5.406318098771114,18011,19.4396579206043,17711,0.49580090700408713,7463,8925,9086,43.1,421,547,480,356,331,163,130,501,403,492,375,552,506,564,669,228,350,297,476,386,366,192,140,544,586,467,404,324,98,26,297,545,415,405,607,433,614,499,195,534,257,342,551,281,361,301,0.8075620454166899,0.02154239076120149,0.004719338182221975,0.1726167342179779,0.19243795458331014,0.15248054474708173,0.2182230869001297,NA,9.017132551848512e-4,NA,7763,53549,70439,31299,0.16205187991839115,0.1053941908713693,0.04685990338164251,0.2289002557544757,134800,0.050304035378662244,0.15332695877158445,0.07907075873827792,0.09537510656436488,0.061167945439045183,0.11072037510656436,0.12372122762148338,0.06734867860187553,0.1541986359761296,0.12116368286445013,0.18723358908780904
48135,"Ector County, Texas",897.8839106590456,3.9339622422961034,164654,183.380053975067,164107,0.4991680886723182,74008,84466,80188,31.4,7289,7681,6535,3910,2334,1206,999,3772,6599,7500,7331,5213,4713,4338,3597,2039,2090,1326,1415,2035,1529,561,454,6824,6891,7013,3875,2240,725,1064,3579,5857,6528,5518,5075,4451,4021,4279,1076,2234,1448,1537,2210,1690,947,1106,0.4811240540770343,0.04465120798765897,0.012237783473222637,0.6348464051890631,0.5188759459229657,0.21717637286384311,0.17631208403821025,NA,0.0020253504124471866,25.00228636357338,74555,71536,81330,36118,0.16450725378076778,0.14014510558401522,0.05855318726089333,0.06293269858778792,200200,0.060994687359633225,0.22102768448649546,0.21024978591851842,0.10036430136867008,0.09870970551096532,0.14601082744306884,0.14617048142933858,0.08116228102004383,0.17244081917008955,0.038694320672288424,0.006197477467016938
48137,"Edwards County, Texas",2117.872059638886,2.0063073651306493,1290,0.6091019493500259,1280,0.4980544747081712,512,704,586,39,4,0,84,59,86,30,58,3,1,4,39,27,79,29,36,2,35,0,0,46,60,6,16,33,55,40,21,99,0,0,2,0,3,60,58,13,18,38,9,27,3,27,49,14,12,5,0.7441860465116279,0.020930232558139535,0,0.43023255813953487,0.2558139534883721,0.21089385474860337,0.2611731843575419,NA,0,NA,522,40313,51833,19149,0.31865492393915135,0.27459016393442626,0,0.5042944785276073,NA,0.07920792079207921,0.1921537229783827,0.13006134969325153,0.17177914110429449,0.08220858895705521,0.05521472392638037,0.11779141104294479,0.10920245398773006,0.11042944785276074,0.046625766871165646,0.17668711656441718
48139,"Ellis County, Texas",935.7744066767877,16.182382698298216,213160,227.78994432749485,186961,0.46726115350106595,78389,105520,107640,36.3,7073,7420,9122,5278,2959,1471,1243,4123,6378,7162,6805,8096,6590,6857,6239,2801,3298,2172,2765,3338,2417,1177,736,6704,7073,8446,5054,2735,1112,1272,4057,6512,7535,7093,8298,7066,6844,6359,2342,3955,2462,2925,3820,2670,1802,1504,0.5955948583223869,0.14531807093263277,0.008538187277162695,0.2817695627697504,0.4044051416776131,0.11782521120433567,0.3010187077047921,NA,7.553447814280797e-4,NA,104588,99595,110734,40925,0.06901871798645165,0.05310724431818182,0.04447968178886261,0.048566731192490255,348600,0.03726361850081523,0.14994023744395785,0.30904775794860917,0.23412266977804885,0.11939487152289782,0.11988544456524622,0.08925777624565777,0.04555699928402853,0.0319005064835194,0.016825329479462227,0.03400864469253003
48141,"El Paso County, Texas",1013.5254866045711,1.756195395499902,870779,859.1584637079147,866465,0.49875837821284746,382460,433123,437656,33.6,29448,29760,35987,20304,13708,6705,8517,21576,35732,33663,29632,28575,24831,23222,21670,8012,12434,8321,9720,12600,8513,4916,5277,28137,29797,33723,19684,12167,6317,5984,19879,32221,30983,27689,27276,25910,25200,22327,9358,16180,8873,11775,16151,12336,7600,8089,0.2959223867364739,0.03386278263485913,0.012779361927653285,0.8270272939517375,0.704077613263526,0.18936013666347348,0.25948940603111353,NA,0.007697001349625363,NA,386774,59806,67622,28486,0.18745586359121252,0.16253980965861473,0.05727842819332841,0.07396830989180118,180400,0.06375380877528476,0.2164856273922765,0.19099053994332002,0.1510703987687401,0.12774630606574755,0.14157634645873704,0.14331321410138734,0.08460894208689901,0.09098775848268231,0.02900136291571247,0.040705131176774184
48143,"Erath County, Texas",1083.1786525651855,6.628110632172813,43794,40.431003598794135,42813,0.49433648550348125,20117,21371,22423,32,1179,1351,1207,813,1448,747,436,1471,1393,1356,1173,1186,1112,1128,1088,609,696,357,639,856,478,405,243,1296,1032,1401,794,1956,722,759,1287,1348,1319,1159,1198,1231,980,1059,597,766,377,726,887,644,452,433,0.7930310088139928,0.019066538795268758,0.010069872585285656,0.22279307667717038,0.2069689911860072,0.12373044989380189,0.32052519791465534,NA,2.369892880841786e-4,NA,21098,65115,86482,32733,0.16560588424676193,0.10098138127120976,0.05687162132466048,0.10046004065475554,269100,0.04840627973358706,0.15225568247375101,0.22204985556863166,0.15234834706322883,0.14346849256445918,0.11789879105595379,0.14197068578153418,0.06617096394565102,0.06333582967797154,0.028565315074355408,0.0641917192682144
48145,"Falls County, Texas",765.4950926413559,8.37573533159227,17291,22.58799588164186,14985,0.46427686206469204,4119,8114,9177,40.6,348,434,469,485,200,59,76,535,469,409,367,410,449,755,421,269,375,158,326,422,304,214,160,612,492,588,199,270,137,47,237,535,808,634,612,482,644,477,338,308,157,279,587,301,151,282,0.5788560522815337,0.1868023827424672,0.05557804638251113,0.2500722919437858,0.4211439477184663,0.12955465587044535,0.19499297694786416,NA,0,28.57642442852269,6425,57247,72125,29348,0.14712613614071798,0.09262948207171315,0.05957385128279461,0.14845637583892618,110900,0.05832282471626734,0.16925081433224756,0.11248322147651006,0.10134228187919463,0.08402684563758389,0.10697986577181208,0.2134228187919463,0.09986577181208053,0.12818791946308725,0.0574496644295302,0.09624161073825503
48147,"Fannin County, Texas",877.9385611053024,20.94518739082961,37326,42.515503537067005,33494,0.47294549562270544,11895,20036,17290,41,962,1352,994,802,483,218,224,819,1538,1374,1334,1534,1334,1218,1173,521,895,342,544,1088,678,327,282,877,1101,1084,696,316,221,120,533,952,1116,1088,1042,998,1126,1199,661,654,441,631,879,650,445,460,0.8121148797085141,0.058940148957831,0.005009912661415635,0.13132936826876707,0.18788512029148585,0.12302066053385613,0.19484240687679083,NA,1.907547529725949e-4,NA,15727,72295,84733,35018,0.13747958945649638,0.09131868131868132,0.04990768864272527,0.1381800999054948,233700,0.03360225581577504,0.14341310408921934,0.14270284865667612,0.1700418523018766,0.1421628189550425,0.13581746996084784,0.12879708383961117,0.07715674362089915,0.04536249493722155,0.04624004320237613,0.1117186445254489
48149,"Fayette County, Texas",949.9337120480867,9.87443262285385,25042,26.361839444574155,25129,0.5008670347411851,11280,12437,12605,48.2,656,696,739,532,170,9,26,493,788,608,735,647,584,727,593,527,742,330,732,817,498,335,453,556,756,718,399,197,127,43,497,511,679,617,671,668,673,878,430,616,395,719,837,718,497,403,0.75960386550595,0.058222186726299814,0.0027553709767590448,0.2205095439661369,0.24039613449404995,0.08535923594530063,0.2745278923377469,NA,0,23.050964187327825,11193,75854,93155,43613,0.08628759819284464,0.05341456503258714,0.022697962342017024,0.21385929116602434,293900,0.061424589060847835,0.09931409553959171,0.14486510995239174,0.15763621249905538,0.12393259276052293,0.12665306430892465,0.11267286329630469,0.06309982619209552,0.07972493009899494,0.04609687901458475,0.14531852187712538
48151,"Fisher County, Texas",898.9509152165956,2.80251491512702,3655,4.065850468731493,3239,0.46982883666956776,1155,1866,1789,40.5,116,113,117,103,26,6,5,12,178,123,113,118,95,121,140,31,100,52,61,125,54,14,43,102,146,92,40,38,13,6,31,166,104,160,108,94,90,98,32,57,50,88,109,35,66,64,0.7556771545827633,0.03447332421340629,0.0019151846785225718,0.279890560875513,0.2443228454172367,0.08664931201190033,0.17143919672740796,NA,0,24.598540145985403,1571,65533,69798,32835,0.13723315774882175,0.12269938650306748,0.046635182998819365,0.22420634920634921,78600,0.04283887468030691,0.11656103609809865,0.041666666666666664,0.0496031746031746,0.046130952380952384,0.08234126984126984,0.15426587301587302,0.17609126984126985,0.24156746031746032,0.11656746031746032,0.09176587301587301
48153,"Floyd County, Texas",992.1425435175761,0.37982299531889724,5216,5.257309077289454,4853,0.48197437680007943,1889,2549,2667,38.3,117,265,144,91,88,0,40,38,126,238,179,150,102,181,124,53,132,59,52,158,117,73,22,189,244,179,97,108,0,0,48,204,169,118,208,80,187,160,61,101,37,143,111,98,66,59,0.625,0.02415644171779141,0.0019171779141104294,0.5809049079754601,0.375,0.23094170403587444,0.1491031390134529,NA,0,NA,2252,58462,64160,33032,0.17936784952491758,0.16723549488054607,0.06044407894736842,0.24691358024691357,89600,0.06711065573770492,0.23344880677444188,0.011959876543209876,0.05478395061728395,0.04243827160493827,0.04050925925925926,0.12075617283950617,0.2762345679012346,0.2827932098765432,0.08487654320987655,0.08564814814814815
48155,"Foard County, Texas",704.3965574357874,3.2875600195831023,991,1.4068779717032325,1033,0.5103754940711462,551,485,506,49.1,10,17,36,14,24,0,0,30,4,11,23,68,11,27,24,5,13,9,25,66,25,34,9,32,8,16,17,23,0,0,17,32,13,23,54,22,31,49,7,14,9,17,4,43,34,41,0.8365287588294652,0.0030272452068617556,0.0030272452068617556,0.11907164480322906,0.1634712411705348,0.17670682730923695,0.20615796519410978,NA,0,17.780040733197556,509,61563,115878,34100,0.055734190782422297,0,0.06261510128913444,0.2985553772070626,70700,0.06407322654462243,0.191129883843717,0.014446227929373997,0.04654895666131621,0.048154093097913325,0.027287319422150885,0.23274478330658105,0.09470304975922954,0.17656500802568217,0.056179775280898875,0.30337078651685395
48157,"Fort Bend County, Texas",861.7848484240081,23.465387870522953,893767,1037.1115268903593,749115,0.4559761443609462,280124,440165,453602,37.3,27536,32819,38933,22581,11805,5583,5201,15419,23358,25958,32931,34350,32833,30106,25421,10330,13139,9052,11340,14511,9239,4512,3208,26468,33640,34734,21407,10888,4089,5043,16605,24501,29041,34836,37285,33788,30053,26380,9841,14576,9772,12793,16384,10590,5523,5365,0.3361379419915929,0.20828582840941767,0.22098936299952895,0.2466470567832556,0.6638620580084071,0.08056576755201234,0.5022994203257741,NA,0.006297436766672317,NA,424776,114041,129136,47992,0.07573170896724055,0.0647247420771833,0.05046791663652446,0.04227292209938063,374500,0.032120199649486016,0.11650752122627171,0.3654873655658911,0.2490012531369322,0.1371710515552967,0.12354359640483849,0.08370169451597177,0.018070692628086627,0.010515880156920229,0.004704989317253046,0.007803476718809815
48159,"Franklin County, Texas",284.3912535502095,10.376542285138001,10632,37.38511598818531,10132,0.4879599306492005,4055,5320,5312,43.2,363,228,506,224,158,128,23,164,190,252,291,367,241,345,315,176,175,166,69,479,212,178,70,301,151,414,187,145,65,36,80,256,382,368,277,340,334,375,88,312,206,139,310,299,150,97,0.7769939804364183,0.05436418359668924,0.0031038374717832955,0.14738525206922498,0.22300601956358168,0.0961254859900791,0.2776511596728784,NA,0,23.954933954933956,4555,72360,81821,41630,0.11665715915573303,0.08227194492254733,0.04389850986709625,0.2390158172231986,226300,0.01924557351809084,0.15011393847322446,0.14606522163639915,0.14489357547354031,0.17301308338215193,0.20035149384885764,0.1827768014059754,0.043741456746729156,0.04256981058387034,0.020308533489552822,0.046280023432923256
48161,"Freestone County, Texas",877.7306555088286,14.261441751853676,20049,22.84185914456572,18504,0.4799626488211034,5973,10500,9549,41.1,501,773,625,413,280,98,100,275,551,788,716,823,730,635,565,186,580,406,293,419,297,263,183,496,661,643,419,123,131,117,183,612,638,401,699,443,565,654,250,338,202,423,563,385,331,272,0.6565913511895856,0.14504464063045538,0.002194623173225597,0.1723277968976009,0.34340864881041444,0.1271550207585673,0.16536485820843008,NA,0,25.527196044211752,7518,59960,77335,30349,0.1229684641050479,0.09806685461135722,0.03042647994907702,0.22284336292886112,168000,0.024823695345557124,0.12600882384590553,0.1652965033431985,0.16584456867258576,0.12824728707661953,0.1410720157842815,0.16990025211005153,0.06850816617340787,0.07333114107201578,0.03343198509262304,0.054368080675216486
48163,"Frio County, Texas",1133.5008123589762,0.8469618392054327,18582,16.39345979940519,18877,0.5039376384847433,7290,11354,7228,32.3,670,619,750,731,413,192,106,670,1337,1017,1094,744,538,470,415,345,185,131,362,181,166,169,49,346,266,907,297,284,106,220,212,405,352,425,561,449,318,562,124,150,168,130,295,249,147,255,0.3302120331503606,0.05112474437627812,0.017759121730707136,0.7782262404477451,0.6697879668496394,0.2851691681505978,0.11947765623675062,NA,0.007147962830593281,NA,6995,66010,68229,22707,0.19514289218692507,0.15638185654008438,0.05566418980576196,0.14953855779759112,107700,0.10391760161853963,0.15095603458774814,0.15814171750351946,0.14656655717190678,0.11903644611293603,0.17800719536993587,0.16127013921476616,0.11012044423588299,0.06178632879712185,0.027686532144533083,0.03738463944939778
48165,"Gaines County, Texas",1502.3631252345572,0.48762619749589575,22232,14.798020283231471,21935,0.4966377612244436,8567,11287,10945,29.3,1164,1368,802,735,455,277,149,443,471,519,859,636,641,630,417,318,427,130,219,222,270,68,67,1043,1088,1090,671,265,174,178,537,571,664,918,476,675,327,776,150,167,132,229,373,151,182,108,0.7017362360561353,0.020690896005757468,0.005577545879812882,0.4027527887729399,0.29826376394386467,0.4249130840329009,0.11718816246926142,NA,1.128158844765343e-4,NA,8864,74132,83339,30645,0.06833961065480783,0.04464807954767011,0.024337943604588828,0.1023448633242648,200700,0.05628517823639775,0.36665607841357717,0.1840912035237725,0.09534913848944164,0.13978494623655913,0.2193289286176966,0.06037051431532582,0.15092628578831455,0.08679880813576889,0.023189532322839747,0.040160642570281124
48167,"Galveston County, Texas",379.4128497892654,494.531948796674,358990,946.1724878305815,322076,0.4728998364328861,131097,177108,181882,38.8,10465,11801,12906,8076,4588,2148,1518,7090,11159,11737,11552,12668,11233,11279,10841,4538,7409,3953,5964,7147,4323,2727,1986,9977,11816,12052,7591,4096,1427,1829,7156,11064,12197,12603,12577,11525,11590,11596,4878,7404,4123,6536,7881,4911,3553,3500,0.6033343547174016,0.12286971781943787,0.03401487506615783,0.2637092955235522,0.3966656452825984,0.10100877874773986,0.34794685298665595,NA,0.004809208920844468,27.89523019549927,168011,86105,110721,44946,0.11711252076211856,0.08965276233440289,0.05667598674233024,0.1310203375589987,314600,0.05403099672970283,0.13615265891860015,0.19788963847085278,0.18608990041268195,0.11783057800182865,0.13633948649516892,0.14137445325821038,0.0963871796772679,0.052048582795858354,0.019806261892406158,0.05223391899572491
48169,"Garza County, Texas",893.4161555960877,2.7835040162348244,5118,5.728573373049503,4831,0.4855764398432003,1411,3356,1762,35.4,100,169,141,89,47,169,41,294,252,426,244,273,336,200,62,51,69,43,81,35,57,38,139,73,66,113,65,47,33,136,12,38,219,12,192,120,66,147,30,23,23,80,52,163,33,19,0.48749511527940603,0.10082063305978899,5.861664712778429e-4,0.4949198905822587,0.512504884720594,0.3003122338915697,0.1021856372409878,NA,0,NA,1698,46314,60104,23966,0.08420208500400962,0.051923076923076926,0.11470281543274244,0.3319634703196347,77800,0.07928913192071087,0.17990531299316148,0.04246575342465753,0.145662100456621,0.12648401826484018,0.11735159817351598,0.09954337899543379,0.16255707762557078,0.2273972602739726,0.05251141552511415,0.026027397260273973
48171,"Gillespie County, Texas",1058.2031233349344,3.474349688106663,27524,26.01012923989293,29275,0.515414003767672,13596,13573,13951,50.7,701,713,872,549,263,135,8,284,859,596,688,669,612,742,1042,408,580,453,726,881,722,635,435,555,919,584,457,292,28,158,323,656,570,597,914,540,783,976,574,576,517,1039,763,846,772,512,0.8191033280046505,0.0031245458508937654,0.004214503705856707,0.22914547304170904,0.18089667199534953,0.09887347096649422,0.371851278828023,NA,0.0018573237653018151,NA,11845,76162,103633,48971,0.09229010729692858,0.06479949077021006,0.02722989698953925,0.1989842064982954,460700,0.0546338921219491,0.13943387197703094,0.19174841717108468,0.1812426076671537,0.14520281082585404,0.14241981493077296,0.13448827662979196,0.043275586168510405,0.04522368329506714,0.027342934669171363,0.08905586864259375
48173,"Glasscock County, Texas",900.2176743676032,0.8669159857111307,1068,1.186379728380986,1504,0.5847589424572317,912,599,469,39.5,19,44,59,50,2,4,0,14,60,13,62,17,86,26,26,9,30,11,10,11,4,4,38,47,16,8,8,0,0,0,14,66,27,21,70,26,25,19,38,3,15,16,13,13,3,21,0.7078651685393258,0,0,0.2696629213483146,0.2921348314606742,0.11494252873563218,0.29246487867177523,NA,0,25.721040189125297,476,101250,124464,52781,0.08895131086142322,0.06804733727810651,0.0078125,0.10331384015594541,245200,0.06956521739130435,0.250936329588015,0.17738791423001948,0.10136452241715399,0.07407407407407407,0.16764132553606237,0.056530214424951264,0.2300194931773879,0.12475633528265107,0.042884990253411304,0.025341130604288498
48175,"Goliad County, Texas",852.011133642318,7.355252225106835,7141,8.381345874522172,6069,0.4594246782740348,1714,3599,3542,44.6,225,169,216,129,99,14,76,144,114,246,138,284,193,154,214,226,121,37,142,306,193,50,109,116,317,171,69,10,35,69,48,284,346,95,211,127,230,337,65,97,125,175,238,126,76,175,0.73407085842319,0.05349390841618821,1.400364094664613e-4,0.32320403304859263,0.26592914157681,0.12094000764233856,0.21417653802063433,NA,0,NA,2786,59359,89432,36715,0.13028668748225944,0.11498637602179837,0.052488994243142566,0.20749929517902452,192500,0.07648523657061544,0.13418439716312056,0.17846067098956864,0.11164364251480124,0.19509444601071327,0.1060050747110234,0.14152805187482378,0.10008457851705667,0.07160981110797858,0.033267550042289255,0.062306174231745136
48177,"Gonzales County, Texas",1066.6863703615616,3.167615448411344,19851,18.609968732675707,18827,0.4867625006463623,7636,9960,9891,39.3,631,642,874,527,304,57,193,292,496,630,573,716,513,533,686,251,365,294,335,375,409,171,93,681,685,602,414,271,192,125,210,465,436,749,471,657,543,630,221,620,332,415,328,469,129,246,0.5383607878696287,0.06453075411818045,0.004231524860208554,0.5107551256863634,0.4616392121303713,0.24728157554558589,0.11923047676982738,NA,0,27.1722395958624,8660,58672,68882,29113,0.15817214205301403,0.14915572232645402,0.043130815544608646,0.12128603104212861,159100,0.0762048952813525,0.1796275452778062,0.14711751662971176,0.12516629711751662,0.13259423503325943,0.1343680709534368,0.13359201773835921,0.06840354767184036,0.0787139689578714,0.09412416851441242,0.08592017738359202
48179,"Gray County, Texas",925.974050458921,3.3593939431379605,21045,22.727418753873188,20377,0.49193665202066533,8239,11251,9794,36.9,618,916,728,485,353,192,116,392,613,850,920,655,773,720,655,338,356,262,311,411,299,158,130,567,624,829,446,290,109,63,316,596,642,733,493,531,549,541,198,330,331,307,453,424,194,228,0.7711570444286053,0.045616535994297935,0.010691375623663579,0.3142789261107151,0.22884295557139467,0.16341689879294335,0.1622741232769088,NA,0,17.80913348946136,8907,59614,73424,33745,0.1571835361118302,0.12457429646890124,0.05565473065210543,0.1970458199356913,102900,0.04142159929921161,0.17673170228140808,0.05908360128617363,0.028737942122186496,0.04009244372990354,0.1142483922829582,0.12208601286173633,0.1457998392282958,0.2538183279742765,0.12258842443729903,0.11354501607717042
